pm_experience_years,team_size,resource_utilization,overtime_hours,num_dependencies,planned_days,days_elapsed,percent_complete,milestone_delays,critical_path_length,budget_spent_pct,change_requests,open_issues,avg_issue_age_days,historical_on_time_rate,team_turnover_rate,client_response_lag_hours,scope_initial,scope_final,project_type,schedule_buffer_ratio,scope_creep_pct,issue_resolution_speed,is_late
13,54,1.07358386636644,1,31,156,86,0.8781593929214062,6,26,0.6949644222721393,8,18,82,0.23373396719489126,0.6641903547601297,69,202,401,Migration,0.32919046836825805,-0.033678143671857286,9.057294303506746,0
5,11,1.4572731540926742,2,10,358,313,0.1842080633177755,2,64,1.3094049014429183,7,5,55,0.43761389382158034,0.9455641146369266,61,197,302,Migration,0.043291115171079975,0.46339251175712765,8.823111039125154,0
18,57,1.2117703289157948,42,19,271,238,0.2818587978562468,1,64,1.2218791567389562,8,12,5,0.8564064010314615,0.8035627876859358,29,241,485,Migration,-0.4472867460366092,0.0026861792178758115,5.272911074460584,1
9,23,1.1073955395032509,43,21,202,146,0.15712146379469183,4,76,0.7932034356985949,6,9,91,0.7156667780093038,0.898726120880525,59,71,490,Implementation,-0.1236347882155151,-0.09743134876021196,4.038456616429132,1
28,135,1.3291586904463413,33,4,347,48,0.6466188103402656,0,39,1.4236443970026866,9,9,66,0.7220783319415168,0.7604784170519662,96,411,583,CustomDev,0.9561245810016468,-0.0697133368849632,9.17260281531776,0
8,2,0.7196825677617766,29,30,338,126,0.43839190758265334,3,10,0.5391892760581604,6,4,90,0.8005337333116034,0.7454854546872908,63,245,96,Upgrade,0.32309228348279384,0.8908660119329737,9.35671819027345,0
16,63,1.1327424608644572,10,9,65,270,0.10264412607483198,7,18,0.978104705615557,6,8,12,0.967000253818042,0.7584027482217927,51,104,253,CustomDev,0.48493789987782643,0.12428194256016178,9.07253022940896,1
16,176,0.8904038495948516,37,0,207,75,0.5756370218560969,1,57,1.044042511310796,0,17,34,0.04112325491050439,0.9453993739989354,70,83,232,Implementation,-0.4122651577495692,0.6598511372331495,6.290655704733732,1
7,114,1.2437909791464383,25,31,348,244,0.33898575628213135,5,29,0.7627758532869466,6,6,23,0.9973921521948993,0.5249856654079619,59,382,420,CustomDev,0.8048927209885459,0.22450467865109586,4.804303293979309,1
14,134,0.5244694094912659,30,15,92,83,0.49050787721291755,9,31,0.3235989459747729,0,10,74,0.9349103197101761,0.41049742724104843,37,205,117,Implementation,-0.25563964819096363,-0.011011939080360383,7.52707407874203,0
3,134,0.9277120965269141,1,35,82,29,0.2613818713610123,2,11,0.2324115432418013,3,18,31,0.14178713733139736,0.9611947286423378,66,387,577,Migration,-0.17468624385472764,0.05624791995344414,5.458218642544564,0
19,60,1.151701901832919,25,26,147,224,0.1611487372922057,2,42,0.24232379080248717,4,8,88,0.29479943728793256,0.96891456104727,25,338,357,Upgrade,-0.05220440231251505,0.6550158910926631,4.129235380500832,1
22,126,0.9606393364421603,34,1,354,296,0.45081442076697964,7,57,0.581873848612704,4,19,41,0.6589964754033105,0.8724207614035367,35,133,162,CustomDev,0.6456614333790966,0.16496106135874572,5.231376750996989,0
28,45,0.7379715957137509,38,34,104,351,0.22614837016509726,7,24,1.0066803900840753,7,15,36,0.8804735615529231,0.5746733005413057,62,347,589,CustomDev,0.31172334896966825,0.1395244860601924,6.096711864570221,1
9,127,0.9643492516794359,7,2,242,183,0.4050135938595608,4,74,0.46504318257426047,6,12,61,0.542199296433625,0.6267298061419947,39,406,476,Implementation,-0.24050651201994655,0.7927570454768511,3.7683849716266025,0
8,136,1.3497445254895262,1,15,118,221,0.38227531712154883,7,61,1.290830724764507,0,14,77,0.5129888419829565,0.4487380203355842,96,449,195,Upgrade,0.73825933795027,0.04345584642497349,0.8931479662617023,0
16,175,0.7068390172981321,42,34,276,248,0.9404251041755745,6,38,0.8938751284202274,3,15,39,0.11966741664807978,0.2105641681785302,8,490,317,Implementation,0.37516694946968854,0.2377011867006784,7.738456706487512,0
20,183,0.8671721636296432,15,20,328,150,0.1868445855700186,2,54,0.6810682839976469,0,15,0,0.7238759026096696,0.10109800624845444,43,444,113,CustomDev,-0.4553846552232785,0.8514371087109955,5.674944450070075,0
29,5,1.4903355215001275,23,19,43,13,0.2864423513849085,8,80,0.48214056035136243,8,5,91,0.49933005906793093,0.012354336785468267,50,380,316,Migration,-0.25340861816284804,0.3092306571103591,0.9764981915465158,1
0,60,1.4128171688904492,31,11,156,88,0.7918643055298717,2,13,0.17009207377244195,2,6,42,0.10431965211893435,0.2129424434412298,6,399,155,Upgrade,0.7907935587886044,-0.006726650155941788,5.364684316995825,1
7,109,0.5339683421266557,24,22,223,138,0.2958623873375372,6,31,0.8251055884869545,4,18,11,0.9123183061900079,0.5384121098894893,40,97,158,CustomDev,0.8536825466867757,0.8304618650420803,3.926921249146091,1
7,64,1.0303319676020144,47,14,91,237,0.48026302328462245,5,73,0.5672470805663143,8,6,63,0.23739483997923017,0.9014691747506092,77,205,79,Upgrade,0.3753779349122509,0.11174365383917045,5.093022862352201,1
7,124,0.5654130268478835,42,47,242,111,0.761947122269947,5,72,1.4442875534766406,7,14,71,0.5327148876576454,0.41543567678780247,76,330,272,Migration,0.8725496987345072,0.0971944531464165,5.215627600862962,1
13,170,1.4239049236577108,19,34,152,76,0.004387640324011399,8,29,1.1136329160562508,8,6,36,0.8340427295654207,0.6408549860380093,41,64,167,CustomDev,-0.1507448614947267,0.7843935838339606,9.942872993554422,1
26,52,0.9415449126850308,9,45,41,330,0.9565590182841128,9,61,0.2028344298673896,3,7,15,0.6748659643634286,0.46259815377574276,20,353,93,Implementation,0.49299476079872684,0.3968747619089947,3.782818736593015,0
0,178,0.9184370039280016,48,16,236,34,0.4628330453796504,7,59,0.8340889374660658,2,15,88,0.23460801197589043,0.013673542189042043,20,242,281,Migration,0.881251431044922,0.7177408866564672,0.8750337234161959,1
24,176,0.7729460318393107,35,47,42,287,0.7594497585113289,5,58,1.3108036808261179,4,12,86,0.9996197990485965,0.42759692065256993,19,174,463,Implementation,0.8669919770395407,0.33452036345875197,6.160778959355001,1
18,182,1.068818980392154,37,13,97,34,0.9208072604531413,3,86,1.4088516560353248,6,7,65,0.09287710892313517,0.37083754593905427,8,241,134,Implementation,0.6251475448840527,0.5534313272416758,3.3467281423621733,1
18,15,0.6449987229933928,23,15,84,116,0.8768041999055618,7,24,1.3972869829718055,8,12,26,0.8054342821645688,0.3165477979909955,64,65,62,Upgrade,0.23165012885361125,0.21903624587364612,7.633361997455112,1
20,59,1.298955000535547,24,14,47,310,0.2203789747913073,0,40,1.2256743428122356,7,2,53,0.46415865352837316,0.30574339000760875,87,89,53,Upgrade,0.4169837384249493,0.20922773718044974,8.524488153730122,1
3,25,0.9912103448465837,9,29,167,307,0.5551872612235709,1,43,0.41574144489876425,8,6,60,0.0721681299049084,0.15233724317212416,27,127,290,Upgrade,-0.35448624586801486,0.24760743444056793,4.669515985382792,0
22,24,1.0664628913141605,21,30,322,139,0.4106547990560999,6,64,0.9481755549405759,0,10,86,0.2426369489265071,0.5835632289292624,94,55,343,Implementation,0.03212095221155087,0.5050105334072836,7.525875063881778,0
7,11,1.3408047476545204,27,3,132,6,0.5323626142289959,2,70,1.0649588962669316,8,16,89,0.0833222202788172,0.803234106674121,95,361,81,Migration,0.2263777434979104,0.37192517651606843,8.977581417757634,0
15,88,0.685148773884949,6,28,110,343,0.7796307228985777,4,86,1.2511366846901133,3,4,74,0.20696082142196748,0.8329149601445367,74,257,210,CustomDev,-0.16374283064142475,-0.15299337856982276,9.848764462342647,1
20,18,0.6751830733421157,31,47,300,324,0.3544791423942615,9,15,1.3294347053954618,1,8,66,0.8847171705506623,0.26845797177385944,16,93,112,CustomDev,-0.10301345741505158,-0.03459356983643491,6.7743657632855525,0
18,59,0.9208016728698462,30,20,343,181,0.47720970735230606,3,62,0.7968477235275453,1,11,24,0.29247204296047746,0.286984186237623,32,457,506,Upgrade,0.2704296921703726,0.02191266805005873,9.174737059149814,1
9,196,1.2861282411946005,42,34,130,10,0.6079791886317779,4,17,0.48506220701653213,3,5,12,0.6108088340147833,0.2841667562390767,37,405,427,CustomDev,0.5312211793513373,0.6853876858692798,2.352330473924313,0
11,176,0.5585455535201461,2,31,45,252,0.2705633920085322,6,98,0.7893499511118278,3,10,80,0.1995575285298472,0.1608067406643151,67,295,336,Migration,0.58482690064828,0.31913027440518976,3.1100579812766327,0
14,187,1.2951702038987456,11,48,284,285,0.6066047196070601,7,1,1.3831139525754328,0,13,10,0.24494404307185103,0.6241180866251222,8,106,289,Migration,0.6147545523259854,-0.005939502204418384,2.4569036551782033,0
1,8,1.00075659359181,21,32,248,301,0.14891233243174573,9,9,0.7892520773597107,2,5,51,0.35274365353101955,0.1464947245405267,35,189,307,Upgrade,0.25726095308519303,0.38004180553349004,6.917721654797165,0
21,132,1.0617634499482245,43,23,364,266,0.6216463327228485,3,89,0.21122631180148965,4,4,52,0.9478404136915183,0.39814598571611326,93,467,549,CustomDev,0.08472090423461665,0.6734146489839163,7.357806761644042,0
2,127,1.0643859382791732,11,0,252,319,0.14323167181731755,9,36,0.6524550988303224,0,18,20,0.21142809448452238,0.5426651227449015,18,210,535,Implementation,0.46631053175843884,0.5267802875724623,9.335076530512854,0
13,27,0.5561673889577202,48,40,341,186,0.775659955839384,2,35,1.1416891008892207,2,14,26,0.6570794287514082,0.6772777773817407,0,144,365,Migration,0.7454376510506877,-0.1291118483820453,7.01949549066703,0
19,181,0.7497707977181448,47,16,82,59,0.1940211549483829,6,70,1.4604486507841992,9,8,97,0.3723141009426221,0.9673338752657274,81,482,211,Implementation,0.36949536320994847,0.23846462611118524,1.116329144407972,0
2,81,1.2552974515146977,4,46,85,251,0.6461183304008409,0,14,0.6337870168246482,9,6,74,0.14261450731620473,0.8171388164167892,55,57,251,Implementation,0.2027387818461147,0.9665755287928706,8.433764371983381,1
29,195,0.9122681194892837,18,12,252,79,0.5811978267604686,9,49,1.1957000106154096,5,10,40,0.5545276721463938,0.393802239180854,74,497,347,Implementation,-0.15473030388609288,0.8721488036016951,2.558390935475882,0
11,23,1.0605169822518543,12,21,280,229,0.4253314396754372,7,33,0.40921915993400193,4,16,74,0.3728749028916799,0.82870046575656,94,453,422,CustomDev,0.41488188957853833,-0.1065520846183767,6.50154686290361,1
0,130,1.4448686220265472,24,41,159,54,0.6454593244904878,3,26,0.5455266040429267,1,14,3,0.8727600389747634,0.2806762133818945,86,481,317,Implementation,-0.04930967541980935,0.3073990756678468,9.36247607234687,1
19,27,0.5462717683173612,46,7,174,14,0.846516026588506,9,20,0.44692061281449835,9,10,18,0.9257335309114613,0.6786773549341427,33,448,456,Implementation,-0.10900957720144916,0.5548425516775572,7.01099443479015,1
16,190,0.9496803656738197,18,13,157,162,0.12016914536449053,1,34,1.0172738281654177,2,12,92,0.5701705690035188,0.20611983665322864,87,477,89,Upgrade,0.7401794958202035,-0.009783222988283519,4.603828134054822,1
19,121,0.8612741328478981,33,39,46,216,0.6764289823111291,3,50,1.3759979082118465,1,2,79,0.29349236315973626,0.43679954700836887,88,474,252,Implementation,0.9767989074955612,0.018310609627059216,4.290593194480303,0
22,16,0.6064494261947412,6,15,323,56,0.4101241045703268,4,72,1.228248117467138,0,0,12,0.5318855656780677,0.6140901997738503,77,328,241,Upgrade,-0.014209351523730929,0.20498402106011343,0.7936550022813686,1
14,43,1.450794348759798,28,47,333,286,0.6739247328912914,6,20,0.8900208166920147,8,14,20,0.8850177063653374,0.811855279918607,1,162,323,Migration,0.6284717021627928,0.505600085332389,7.741233448324735,0
24,72,1.4614595897485434,17,26,349,237,0.8750377760534784,6,78,0.8023138427817504,3,9,45,0.6747829258304796,0.9311042841659886,67,217,426,CustomDev,-0.31187320205202657,0.5148443411245134,0.7981716325178327,1
11,3,0.8114881541894069,45,41,198,292,0.65283756208366,0,19,1.2756247483187861,4,18,39,0.08671964056317194,0.9797320730301412,6,260,352,Migration,-0.2833225164894873,0.23302097599879296,9.170075818878919,0
16,2,1.4467166106890788,38,27,86,132,0.15982755992957176,8,63,1.4067676679042536,0,18,51,0.06440599299946725,0.8464130390718935,4,141,584,Upgrade,0.6035178047919969,0.93094221720517,4.998735623420323,1
4,185,0.5351736067242856,10,2,165,240,0.4161341416079757,1,38,1.1688435887832656,2,19,83,0.1546231310229662,0.19190729769874404,42,187,251,CustomDev,-0.26453613241525176,0.0010157428623119857,0.6013463072472658,0
18,196,1.480895990336202,31,40,259,351,0.5494486529492508,9,88,0.9844932381715685,2,17,76,0.5661939870339436,0.8505817771655044,14,456,381,CustomDev,0.967980545431617,0.8348924018554083,5.718764819184515,1
7,107,1.3359320164086643,17,20,88,66,0.12687693091434604,4,69,1.1954726120423875,9,12,74,0.16786657619539336,0.585594761602668,42,311,422,Implementation,-0.0056033061891173075,0.6133450236259141,4.029599720682512,0
20,180,0.7143302208112139,21,19,81,298,0.6436111045008353,5,52,0.730753371991985,4,2,7,0.25410528525919807,0.3736261746410905,26,286,70,Upgrade,0.9152851444752002,0.6844672607531896,5.9242023172559275,0
24,131,1.0995471539345885,23,36,362,229,0.713241904664044,3,7,0.6366105704614045,2,12,44,0.5281300060364665,0.3029372422332438,30,84,86,Implementation,0.5543876883926222,0.4858377025141814,0.803837978611027,0
25,6,1.2982993623693029,41,14,41,264,0.7625153346215605,3,82,1.445179343849956,6,5,74,0.5661522681520306,0.7213651384149514,7,371,307,Upgrade,0.06294637737380504,0.8901240161332171,6.6658137111313795,0
27,143,0.819298964007779,14,21,230,228,0.1199021942009817,4,99,0.8278164650840956,2,17,70,0.8247328402371237,0.43040559442959514,0,431,515,Upgrade,0.7120155770807834,0.20916389200556085,5.137594020642276,1
3,4,0.8537517920928296,0,30,80,251,0.7051439553864325,2,11,0.8631083364418026,8,5,70,0.4368176449271438,0.863374599855945,20,250,156,Implementation,-0.11598978425809842,0.6731794472080916,6.966167770449442,0
4,163,1.1289727755929266,9,29,37,284,0.3661838543647611,9,54,0.1757855379925149,9,17,79,0.7778044518793742,0.9459208621052995,27,254,371,Upgrade,0.6783375034419195,0.713944528086573,1.543712084222435,0
27,74,0.6470940509334379,41,36,242,14,0.21122812539838454,6,98,0.772273042859097,0,18,30,0.07952704599407912,0.8904984462784168,16,67,288,Migration,-0.04017779129042148,-0.19893479441034573,9.820945855679874,1
11,29,0.6182106097224086,14,4,91,11,0.5243460763864293,4,61,0.5680715057061296,4,9,82,0.5421764787874306,0.4640552732951143,29,158,285,CustomDev,-0.42120346134166964,-0.03861291110344778,4.210484873884037,1
0,52,0.7498052781194243,2,49,273,30,0.5727189474495489,6,87,0.4190145253773779,2,19,79,0.4295414532071534,0.8828178882595578,99,380,565,Implementation,0.27562455271942854,-0.1441220879503633,6.9317462570868695,1
8,136,1.2412597453470313,20,30,306,339,0.456764017293416,0,80,1.4473735370461343,8,7,21,0.9246572224121786,0.598549326900394,96,238,480,Migration,0.7206931673784078,0.5291957665213536,1.2337479955494142,0
25,169,0.8665992264115566,43,30,199,157,0.8408451199873934,6,89,1.3940012808004265,1,8,18,0.7202852769426332,0.18418657081652534,79,384,547,Upgrade,-0.39299321205357235,0.02233829881587618,5.522263140002907,1
10,114,1.0073582216517942,43,44,85,361,0.15579683749161743,1,30,1.4664763781391341,4,18,32,0.6915285047477344,0.08814363088794053,0,227,138,Implementation,0.7506997802252238,0.37878899907934943,0.9391012695768237,1
2,32,0.6954505568075326,47,24,348,333,0.40715349566283865,1,88,0.5248173396994653,3,13,96,0.9048209279913085,0.04464919934578293,5,438,244,CustomDev,-0.2094075067628547,0.4641945343076895,5.281810886189797,0
21,180,0.6941056673495719,34,1,154,125,0.267016278080341,6,17,0.9753056069114646,4,3,56,0.24774563838083785,0.041445502292084435,64,285,570,Upgrade,0.799065776438191,0.5055544337569731,6.168656655468293,0
5,158,1.15045125923481,40,6,285,34,0.0488001659282159,4,84,0.4619611802582546,1,3,93,0.7578318460161392,0.8169775729915653,5,448,547,Migration,0.6453096477525484,0.8035124045689306,8.831465351536522,0
10,82,0.6083752518684538,38,47,94,307,0.33906402344797204,1,56,0.6668375917562267,1,10,38,0.8661870338043199,0.13217430138133412,98,393,264,CustomDev,0.07543450136586127,0.6678012751276621,6.701309547935373,1
0,111,1.1678407272164062,0,49,84,153,0.7180756703644846,0,9,0.39955822310794054,2,13,66,0.9927512830701689,0.8867821899805284,72,129,78,Upgrade,0.1968125629084001,0.3078587586450579,4.0958057230831155,1
18,192,0.9007018523489062,20,4,255,108,0.5232490190797184,6,69,0.8766587883798662,6,11,98,0.4290998604904138,0.29369217523087454,58,452,82,Migration,0.3232933597410683,0.7949855071577787,8.341046394480369,0
13,76,1.1712709136176256,26,34,99,289,0.4187465372799506,5,91,0.4331313211621743,9,0,34,0.665903362293223,0.9926185017682901,24,463,540,CustomDev,0.14227510450782765,0.8542390319970963,4.757574451883195,0
26,6,0.8817294770154886,23,33,208,175,0.4747047798101931,2,87,0.4397463194577131,9,3,73,0.18844658358512523,0.43769026921992016,17,238,451,Migration,0.5598791143128614,0.3355500174268075,5.400983010020938,0
10,29,1.3460521836494983,41,8,229,116,0.3125019162365099,2,17,0.6319224509488314,6,1,42,0.5589662822705243,0.15097493103399184,90,455,435,Upgrade,0.8808738239830101,0.20520164330075719,3.252545754056872,1
6,120,0.5555561692156542,49,39,70,144,0.12216351800670688,7,84,0.03433187524967912,0,15,90,0.44554511467656666,0.2275831842422723,29,487,594,CustomDev,0.8086755468298246,0.29113053231212294,5.5023401716278775,0
4,199,1.393297311812177,27,22,141,339,0.5904297660409314,8,86,1.347517490512722,8,7,76,0.13788231446159316,0.2136799999516823,96,323,558,Migration,-0.04684041643672515,-0.1264948019586365,7.181798227654131,1
6,148,0.7686611772380952,4,11,94,110,0.8153925125136989,9,96,0.3331515852753601,9,7,73,0.9177214277609465,0.16265191471843687,53,473,458,Migration,0.5543517413188825,0.8254033070915616,4.22095714074069,1
13,123,0.5425422099654816,17,28,30,341,0.789053245327357,8,56,0.9462218102798954,5,17,20,0.9019006606538365,0.7959868520202616,71,74,255,Migration,0.35533142351931934,0.2912209859903131,1.3283904037061256,0
2,65,1.0624044218821824,9,45,347,215,0.23334179347121087,2,91,0.10226091521632502,5,19,95,0.9585641654450545,0.14293750670609429,90,74,437,Implementation,0.9421807036719541,0.8594769225609165,8.683708023893226,0
12,88,0.7243542303810964,23,10,38,20,0.43428766570777166,7,29,0.5724976024120378,8,0,31,0.18012312867226643,0.48506245750815125,31,481,366,CustomDev,0.9096709629408917,-0.17954225914915867,7.608471933087793,0
25,8,0.9592031231841197,11,30,307,41,0.552122279558171,3,52,0.0659510279144293,3,17,40,0.018896834811932828,0.8207115920586099,89,484,300,CustomDev,0.22813331300717854,0.3219268797419336,2.5262821891221092,0
23,74,1.3023142060621036,4,36,166,224,0.8024521886632899,1,32,1.4967130192886084,3,6,44,0.7427820498155987,0.6031966755683228,83,370,518,Upgrade,-0.4295964010459423,0.6986051374766493,4.806821404737477,0
19,125,1.291546760748152,8,31,122,49,0.1965073327833725,1,36,1.3033658172786604,7,15,70,0.2707366720951667,0.7507162132192409,36,193,420,CustomDev,0.08160010947183527,-0.06442088287779663,7.362991697542539,1
26,181,1.1003856162834147,24,32,205,53,0.13223178936192304,4,27,1.278056641052557,2,12,78,0.6287128395532531,0.1092529794663818,30,103,374,Upgrade,-0.4877164388223942,-0.15371509788057353,6.5682093782706055,0
23,184,1.4778719086576473,7,36,336,168,0.9316235711824974,2,65,0.30940341625486256,8,2,92,0.5337695024954094,0.8282011914331648,88,313,130,Migration,0.7843082573151534,-0.16228640120101515,5.358483514186791,1
19,164,0.9637510952459968,1,11,248,160,0.14571982034498399,1,72,0.8531016358142051,5,6,14,0.5783220651783975,0.5978257191416969,52,401,175,Implementation,0.1335817446677353,0.5717504591546005,0.6587340509694404,1
25,5,0.5393883903548133,14,5,56,343,0.98910962732558,7,81,1.3019361376537797,3,7,84,0.49605667943622056,0.004495378100777825,68,424,448,Migration,0.17942439049129144,0.11671550345023718,9.476594420943412,0
3,162,1.3194251498104737,32,49,285,327,0.5989735488422729,0,73,0.568340194325955,9,0,11,0.010285619716447703,0.8230224215968575,6,279,426,Implementation,-0.28426518589609673,0.6906420959908979,7.135656600523201,0
24,44,0.7212938700568607,31,15,285,339,0.49899832307888825,9,13,0.05251460845059258,1,7,53,0.2672503371001511,0.6569217728115397,28,435,584,Upgrade,0.6661433598208457,0.2462367887049532,8.146290975630855,0
8,123,0.6762388089970245,19,47,354,26,0.18893971445938018,4,43,0.6304278143113928,8,10,90,0.9221029460084781,0.01576765616431197,50,447,152,Upgrade,0.4166544750192249,0.020613684118655884,9.901520781385683,0
21,189,0.5700099219664916,33,13,97,293,0.8605065191962326,3,62,1.3380035814378561,5,12,76,0.4227559468738048,0.7865444824691312,28,372,52,Migration,0.22412138840543994,0.5337301159399894,3.314156396519243,0
27,177,0.8278999436386388,9,13,311,342,0.1721650895430128,3,43,0.1666820084809041,2,2,96,0.31683213899083673,0.9874119061149608,27,119,169,Upgrade,0.8455690703221106,0.26852841391137433,0.7661071405084022,1
14,133,0.8261589670541879,36,1,153,223,0.40126792682449375,6,17,0.13117881878365067,6,14,3,0.02384985819830998,0.6497902648597681,55,416,459,Implementation,-0.41480348118520366,0.37334690585699787,1.1036694591964011,0
2,60,0.8027715319664523,0,22,149,362,0.048034478369946565,9,22,0.8974867110052208,9,6,53,0.37119571784656924,0.8466854562074697,77,280,129,Implementation,0.12449078695406479,0.23892887310410305,6.35955599541963,1
11,104,1.0931929397686775,6,47,242,293,0.022547916451349903,2,54,0.34022701800376576,1,10,7,0.2222297005568521,0.8600771595282533,57,260,454,Migration,0.9168447280994054,0.7759036721112536,5.394671711052871,1
12,141,1.251542169328106,46,44,209,244,0.7295764231115975,9,40,0.5831549833738059,5,17,71,0.5208218298303785,0.995461232132743,61,445,114,Implementation,0.9853372518666959,-0.1739032954737894,3.094235645134669,1
28,103,1.4377667186473393,23,15,106,148,0.20774279612759539,9,70,0.5989891215879901,7,9,18,0.6924807783696668,0.2538636488918624,27,360,589,Implementation,0.6507353638142666,-0.10019692608975507,0.8638903284341579,0
28,81,0.5940500786801476,27,20,102,130,0.6007909285563328,9,66,1.049983146002068,4,11,19,0.061330116394853196,0.4782631026016715,48,338,237,Upgrade,-0.4478271805881403,-0.16057728621092424,9.046319829061426,1
17,81,0.650381832488147,19,33,247,144,0.7234044590238508,6,25,0.042275419682083426,2,18,28,0.7119110037393005,0.39952379496508095,60,210,317,Implementation,-0.4256323700951477,0.3131706574796435,8.640590154445997,0
28,120,1.0898425105245673,32,47,354,91,0.49178664878324607,0,62,0.9886654660555125,2,14,86,0.022595328799459913,0.6999631935259052,65,227,455,Upgrade,0.3942116592381427,0.7444263132702074,3.542622975800024,1
13,8,0.5981355938772603,37,30,106,211,0.6564313276179761,3,58,0.735813747619819,4,7,33,0.6836983862821324,0.6344748205000801,22,395,118,CustomDev,-0.2833234949878781,0.7107753145470312,6.192540242118332,1
12,199,0.8707642846192629,38,10,209,157,0.24114850472478022,5,13,0.7691864696142048,6,3,86,0.15461722925804788,0.45436387143735246,30,165,449,Implementation,0.9455335108652758,0.49285596153910577,0.7732541906876271,0
25,21,1.124552230546037,12,17,132,108,0.8178620138801606,7,83,1.060667155611379,5,8,59,0.3481677960578805,0.9298142530291954,29,237,377,Migration,0.21028702340383343,0.1382760575088242,2.4424779586389254,0
20,196,1.2805450320388616,31,36,113,65,0.20623395681993661,0,73,0.9619542319764852,5,14,15,0.12289491339820724,0.9027299729376981,10,378,348,Migration,0.5091432520142953,0.7325588005370285,8.270184302847502,0
15,8,0.7175992874580316,39,1,296,188,0.5906136311024951,5,88,1.0150029485032084,3,8,23,0.5543847476925047,0.1302870547959234,67,220,365,Migration,0.8338075078357394,0.5901699030895717,3.666064718350818,1
13,103,1.1679855640970118,20,29,272,7,0.8358632898056251,6,98,0.4485579164914291,8,3,74,0.7917103381533133,0.4543670099975582,36,226,549,Implementation,0.5674883359170493,-0.16591224170869384,8.007009429115882,1
21,84,1.1458696658472132,19,38,190,136,0.7932005945643977,0,29,1.278890004679241,4,0,84,0.5603633011317846,0.006858932580909416,31,189,296,Migration,0.5024512310838298,0.8636531563452237,8.097838054059388,1
22,115,1.3596161262583144,31,17,193,22,0.051269766651816484,5,81,0.9234483411031791,9,17,20,0.9032071988216807,0.5885599017685019,60,347,203,Upgrade,-0.13199849639025035,-0.10710555564118975,1.4115838317681886,1
14,87,0.8137474957639904,28,26,172,122,0.36718246740908367,4,95,0.6904652458771886,3,4,48,0.032013798390567394,0.8630452862276142,35,383,436,CustomDev,-0.13925674002012112,0.07783872822493665,3.9220437553180387,1
0,179,1.2500918648881765,12,35,363,242,0.8525786147775628,4,1,0.7525983739011644,7,13,45,0.3572553602608407,0.6251447502000411,15,230,196,Migration,-0.06505699878070409,0.1030245123353537,3.499637122772729,0
3,4,1.2519998644414945,47,29,346,232,0.8509402134732953,7,64,0.3676476160081962,5,16,46,0.3797305009768247,0.320100235051625,18,328,98,Migration,-0.08954940384626603,0.32283349733662886,3.5153621679485725,1
4,197,0.7391945419912574,28,1,55,7,0.6364093244477284,0,82,1.1827496731526612,1,13,33,0.31915299954520393,0.9180508618093182,50,267,464,Implementation,-0.4969229660238698,0.818298505500981,6.342529492335369,1
13,138,1.1211578377584277,28,29,303,258,0.10853118941558548,7,13,0.41720578326935326,0,0,87,0.42097470037275,0.8552352222753326,37,341,596,Implementation,0.5033011128957359,-0.07146095443495926,3.4948336469641945,1
18,155,1.1751620876684643,10,11,142,110,0.404267280322007,1,3,0.8691598680836545,1,4,87,0.5715755291868465,0.8818418707894734,77,96,443,Migration,0.5814819601127723,0.15951646519234858,4.26402436493102,1
24,28,0.7744284126222738,33,36,248,173,0.9611520300915175,7,31,1.4006606182525236,4,1,37,0.19394657957984351,0.7397257896663383,26,146,492,Upgrade,0.18520367739654042,0.6232301227318564,8.414852704039298,0
6,13,0.9517999953646392,45,13,345,246,0.10653869821098028,3,14,0.8273787244574727,5,8,46,0.2005443988482809,0.08653619820059877,92,440,231,CustomDev,-0.2624532265530106,0.24992136974639445,7.771597331295129,1
23,80,0.935777727256493,36,48,171,13,0.8014033724686886,5,19,0.05724957759198229,6,17,89,0.14174909286036452,0.5832732451430782,82,444,70,Upgrade,0.09916282163260559,0.8972342681518417,6.4862642576500695,0
19,65,1.2735095683710362,25,5,184,63,0.4178208178549567,2,25,1.4522469820458848,1,0,82,0.29740441934842554,0.5555329158044806,33,398,553,CustomDev,-0.07189895565909177,0.6964016507158006,4.133756999259558,0
1,156,0.5006912559137436,31,44,239,60,0.7447408779123617,9,25,0.8466403572494168,1,8,51,0.6450788028255564,0.9313177818751897,63,59,187,Implementation,0.18040381450546694,0.6625673735603923,0.9394659514951995,0
10,179,1.0010266114566932,11,1,134,121,0.05431128018095954,1,49,0.2733214545125997,6,6,60,0.5146317769800142,0.801694292203329,54,487,498,Migration,0.3081691758426641,0.42927478038689376,1.481013464772714,1
9,86,0.6843408135638115,3,34,118,5,0.010314472168123645,4,93,0.7454166163726993,5,11,83,0.28720687592951677,0.24499470860798533,49,120,385,CustomDev,0.7979502238360512,0.6647098742870807,8.635107424095722,0
26,153,1.1468419680554338,31,17,232,11,0.3006284256587096,8,84,0.5535552227327014,1,0,48,0.9598599861938795,0.7575288074416736,34,296,196,Upgrade,0.5650143550840219,0.09983072331085352,4.020226133898017,1
27,12,1.1803688629709497,9,9,99,187,0.8701797317337677,3,11,0.6292460083831521,5,12,86,0.6335954369011808,0.3760590946000878,72,127,140,Implementation,-0.3818310979737097,0.5007972359092547,8.958959789221224,0
